@relation FAQ
@attribute id string
@attribute text string
@attribute class {'CAREER','AGRICULTURE','NONE','HEALTH','INSURANCE','BANK','INDIAN','LOAN','GK','SPORTS','TELECOMMUNICATION','TOURISM','INTERNAL','PERSONALITY','RECIPES','VISA','WEB'}
@data
"ENG_7041"," mmbr avng longst lgsltv exp raj saba prsnt tme?","NONE"

"ENG_7042"," decids 2 rmve membr frm raj saba?","NONE"

"ENG_7043"," thr intrstn unque pwr raj saba?","NONE"

"ENG_7044"," relationahp bw raj saba lok saba?","NONE"

"ENG_7045"," ny deadlok btw 2 house pssble?","NONE"

"ENG_7046"," 2 slv deadlok btwn 2 houses?","NONE"

"ENG_7047"," mny jnt sitin lok raj saba hppnd tl nw?","NONE"

"ENG_7048"," pwers raj saba mny bll?","NONE"

"ENG_7049"," diff catgry prlment comity raj saba?","NONE"

"ENG_7050"," watz adhoc comity?","NONE"

"ENG_7051"," stndng comity?","NONE"

"ENG_7052"," drsc?","NONE"

"ENG_7053"," mny drsc cnstuted til nw?","NONE"

"ENG_7054"," wnt 2 knw al functns drsc?","NONE"

"ENG_7055"," mny drsc undr lok nd raj saba?","NONE"

"ENG_7056"," wch drsc nd dprtmnts undr raj sabha cntrl?","NONE"

"ENG_7057"," tel dtls chrmnshp comities raj saha?","NONE"

"ENG_7058"," functns comity ethcs?","NONE"

"ENG_7059"," comity imps snctns ethcs?","NONE"

"ENG_7060"," thr ny cde cndct statd comity ethcs whch raj saba alos took?","NONE"

"ENG_7061"," prsnce rajya sabha (dclrtn assts nd libilitis) rls, 2004, wt info req 2 furnshd mmbrs 2 chrmn, rajya sabha?","NONE"

"ENG_7062"," rd pcnry intrsts nd th ingrdnts throf, idntfd th commtt ethcs, rspct whch info 2 frnshd mmbrs?","NONE"

"ENG_7063"," whthr pcnry intrsts mmbrs outsd th contr cm undr prvw?","NONE"

"ENG_7064"," bill?","NONE"

"ENG_7065"," tel typs bills?","NONE"

"ENG_7066"," diff btw bill nd act?","NONE"

"ENG_7067"," stps thr pasng bill?","NONE"

"ENG_7068"," chrmn vote?","NONE"

"ENG_7069"," votin mmthds raj saba has?","NONE"

"ENG_7070"," effcts dsslutns lok saba busns raj saba?","NONE"

"ENG_7071"," cllin atntn?","NONE"

"ENG_7072"," watz spl mntion?","NONE"

"ENG_7073"," watz motion?","NONE"

"ENG_7074"," typs motin?","NONE"

"ENG_7075"," watz n-dy-yt-nmd-mtn?","NONE"

"ENG_7076"," watz resoltn?","NONE"

"ENG_7077"," watz presidnt addr?","NONE"

"ENG_7078"," watz pnt ordr?","NONE"

"ENG_7079"," watz dlatry mtion?","NONE"

"ENG_7080"," watz shrt drtn discsn?","NONE"

"ENG_7081"," 2 raj saba?","NONE"

"ENG_7082"," str nd unstr q?","NONE"

"ENG_7083"," decides admsblty ques?","NONE"

"ENG_7084"," watz totl que day?","NONE"

"ENG_7085"," whtz prlmntary prevaligs?","NONE"

"ENG_7086"," prlmntary prevaligs cdfd ind?","NONE"

"ENG_7087"," watz diff btwn brch pravilig nd cntpt huse?","NONE"

"ENG_7088"," wtz prcdr rgrdng qustn prvlg?","NONE"

"ENG_7089"," prcdngs rjy sbh tlvsd?","NONE"

"ENG_7090"," whthr fnctnng rjy sbh sacratereat cums undr prvw th rght 2 infrmtn act, 2005?","NONE"

"ENG_7091"," gve dtls persons contacted?","NONE"

"ENG_7092"," whtz prlmntry frm? nw, mny frms thr?","NONE"

"ENG_7093"," hwz frms dstnct 4m th prlmntry cmts?","NONE"

"ENG_7094"," 2 gt info mmbr rajya sabha?","NONE"

"ENG_7095"," 2 cntct mmbr rajya sbh?","NONE"

"ENG_7096"," 2 gt info sessions rjay sbha?","NONE"

"ENG_7097"," rajya sabha wbst avlble hndi?","NONE"

"ENG_7098"," mntns th rjy sbh wbst nd snd fdbck?","NONE"

"ENG_55x"," natnal flwr italy","GK"

"ENG_56x"," whts chinas natnl flowr","GK"

"ENG_57x"," whr prmntnt scrtrt saarc located","GK"

"ENG_58x"," whts gateway 2 gulf iran","GK"

"ENG_59x"," whr dd indusstrl revltn bgn","GK"

"ENG_60x"," whn world envrnmet day celeb","GK"

"ENG_63x"," whch cntry wrlds lrgst tin producr","GK"

"ENG_64x"," whch cntry clld lnd rising sun","GK"

"ENG_78x"," uplink dwnlnk freqs","TELECOMMUNICATION"

"ENG_89x"," apply bsnl conn","TELECOMMUNICATION"

"ENG_96x"," hppns irctcmble lkd","INDIAN"

"ENG_99x"," mke pymnts etkts","INDIAN"

"ENG_103x"," advtges isdn","TELECOMMUNICATION"

"ENG_104x"," nd seperte line isdn","TELECOMMUNICATION"

"ENG_105x"," 2 chnge 4m 1 data rate 2 anthr","TELECOMMUNICATION"

"ENG_135x"," gt bsnl conn","TELECOMMUNICATION"

"ENG_136x"," hlp gttng bsnl connx","TELECOMMUNICATION"

"ENG_137x"," gt bsnl connxn","TELECOMMUNICATION"

"ENG_138x"," pl tl 2 gt bsnl connctn","TELECOMMUNICATION"

"ENG_139x"," procdure 2 apply bsnl conncgtion","TELECOMMUNICATION"

"ENG_140x"," hppsn 2 telcom conn shft houses","TELECOMMUNICATION"

"ENG_141x"," mn upload","TELECOMMUNICATION"

"ENG_142x"," meant upld","TELECOMMUNICATION"

"ENG_159x"," csp mean?","NONE"

"ENG_163x"," ndded fot trnsmttng tv lng distnces","TELECOMMUNICATION"

"ENG_164x"," whch sgnl decoding encoding","TELECOMMUNICATION"

"ENG_165x"," adsl fastr thn dial cpnns?","TELECOMMUNICATION"

"ENG_170x"," whts main exprt jamica","GK"

"ENG_171x"," whch white elphnt","GK"

"ENG_172x"," ceo ggle","GK"

"ENG_173x"," wch cntry iran sign nuc deal wd","GK"

"ENG_216x"," 1st indin 2 visit space","GK"

"ENG_242x"," whch univ toppd forbes billionar list","GK"

"ENG_243x"," whr volanic mtn mt vesuvius lctd","NONE"

"ENG_244x"," ws 1st indian navy vice admirl","GK"

"ENG_255x"," actvt irctcmbl","INDIAN"

"ENG_256x"," tell ppl abt irctc mble","INDIAN"

"ENG_270x"," lasr stimultn wk","TELECOMMUNICATION"

"ENG_271x"," ds line sght wrk fr 3050k aft dat","TELECOMMUNICATION"

"ENG_272x"," fm brdcst prefrd fr music/audio trnsmsion","TELECOMMUNICATION"

"ENG_274x"," ethernet","TELECOMMUNICATION"

"ENG_295x"," whch anml hs gt bld","GK"

"ENG_296x"," whch lngst rvr wrld","GK"

"ENG_297x"," whch hghst mtn wrld","GK"

"ENG_298x"," whch lrgst desrt wrld","GK"

"ENG_299x"," whts nme lrgst ocrn wrld","GK"

"ENG_310x"," advtgs usg irctc mbl?","INDIAN"

"ENG_311x"," srves reltd irctc mbl","INDIAN"

"ENG_312x"," steps usng irctc mbl","INDIAN"

"ENG_313x"," bk tkts usng irctc mbl","INDIAN"

"ENG_314x"," psble cncl tkts using irctc mbl","INDIAN"

"ENG_325x"," hot telecom's privcy polcis","TELECOMMUNICATION"

"ENG_326x"," srvs prvdd hot telcom","TELECOMMUNICATION"

"ENG_327x"," mastr control fcilty","TELECOMMUNICATION"

"ENG_328x"," whts diff btwn crictcl freq crticl angle","TELECOMMUNICATION"

"ENG_329x"," spch reprodcd recvr","TELECOMMUNICATION"

"ENG_351x"," bytes mb","GK"

"ENG_352x"," whch country hs largst land","GK"

"ENG_353x"," whc muslim kingdom kerela","GK"

"ENG_365x"," mny itkts stre irctcmbl","INDIAN"

"ENG_366x"," shd synch irctcmbl","INDIAN"

"ENG_367x"," actvt irctcmbl","INDIAN"

"ENG_369x"," credt card info usd safe irctc mbl","INDIAN"

"ENG_380x"," dsdvtgs wrld spce","TELECOMMUNICATION"

"ENG_383x"," brdct tv signls rnags","TELECOMMUNICATION"

"ENG_384x"," reqrd fr dplx comminc using 2 wirer circkt","TELECOMMUNICATION"

"ENG_391x"," hppns lose mob","INDIAN"

"ENG_392x"," irctc mobile","INDIAN"

"ENG_401x"," whch bggst desrt wrld","GK"

"ENG_402x"," whts lngth eng chnnl","GK"

"ENG_403x"," ds untd ntns stnd 4","GK"

"ENG_404x"," invntd lght bulb","GK"

"ENG_405x"," whch lngst rvr wrld","GK"

"ENG_426x"," whr gt acrobat/winzip","TELECOMMUNICATION"

"ENG_427x"," tv trans use? am freq modultn?","TELECOMMUNICATION"

"ENG_428x"," ds data trnsmsn recpt tke plce using opticl comm","TELECOMMUNICATION"

"ENG_429x"," advtgs isdn","TELECOMMUNICATION"

"ENG_430x"," benift adsl?","TELECOMMUNICATION"

"ENG_446x"," thr anml tht hs white bld? yes, tl name","GK"

"ENG_447x"," whch rvr carris max amt wtr sea","GK"

"ENG_448x"," whts fullform uno","GK"

"ENG_449x"," nyc poplry city of?","GK"

"ENG_455x"," irctc 4 rly tktg","INDIAN"

"ENG_459x"," whn pnr aft mkg paymnt","INDIAN"

"ENG_465x"," type pymnet mths telcm","TELECOMMUNICATION"

"ENG_466x"," thr advtgs using isdn","TELECOMMUNICATION"

"ENG_467x"," nd dedictd line adsl","TELECOMMUNICATION"

"ENG_468x"," poss chnge 4m 1 data pln anthr brdbnd","TELECOMMUNICATION"

"ENG_469x"," spch genrtd recver","TELECOMMUNICATION"

"ENGLISH_657x"," nme fst pm india","GK"

"ENGLISH_685x"," 1st generl free india","GK"

"ENGLISH_686x"," ws 1st indian pm 2 rsgn wtht completeing term","GK"

"ENGLISH_689x"," whch cntry producs lrgst amt dimnds wrld","GK"

"ENGLISH_692x"," whch contry 1st hosted mdrn olympcs","GK"

