text,class
' XLST MNJT ATLT ',HEALTH
' HRSK KRNR HRT TSS ',HEALTH
' AM HRSK HRT ATK ',HEALTH
' LWR XLST ',HEALTH
' HL0 RNJ XLST ',HEALTH
' KLNK TRL ',HEALTH
' PTNX BNFT KLNK TRLS ',HEALTH
' PRSN HRT ATK ',HEALTH
' KPR ',HEALTH
' LRN KPR ',HEALTH
' WT KNSR TBTS ',HEALTH
' KRBT AFKT TBTK ',HEALTH
' KLSM INTK ',HEALTH
' WTS TBTK LS MNTN WT ',HEALTH
' J SSTM RKMN INST LKRB TT TBTK ',HEALTH
' RKLR EKSR ',HEALTH
' STRT WTS EKSR RJMN ',HEALTH
' EKSR TL RTN ',HEALTH
' RKLR EKSR HLP LTL XLST LFLS XK ',HEALTH
' KNST HL0 TT FJTR HRT HL0 ',HEALTH
' PRSN TL KLRS FT ',HEALTH
' ELKT STTS ',HEALTH
' AR0M ',HEALTH
' WRT AR0M ',HEALTH
' EP STT PRFR ',HEALTH
' HPNS AR0M TTKT ',HEALTH
' EP STT TK ',HEALTH
' HPNS EP STT ',HEALTH
' HRT TSS RNS FML ',HEALTH
' FML HSTR HRT TSS RTS RSK ',HEALTH
' ALKH ',HEALTH
' ALKH AFKT PRSN ',HEALTH
' PPL RKT ALKH O0RS ',HEALTH
' STNT TRNK UNTT STTS ',HEALTH
' BR WN SFR TRNK LKR ',HEALTH
' KFNT ALKH BFRJ KBS ',HEALTH
' MTRT TRNK MN ',HEALTH
' SF TRNK ALKH TRF ',HEALTH
' MN LKL LMT TRNK ',HEALTH
' MN HF TRNK ',HEALTH
' BNJ TRNK ',HEALTH
' TFRN ALKH ALKH ABS ',HEALTH
' MN TRNK ',HEALTH
' TRNK PRBL ',HEALTH
' TRNK PRBL ',HEALTH
' HL0 ASXT EKSS ALKH US ',HEALTH
' IM YNK TRNK BT HL0 ',HEALTH
' ALSH TSS ',HEALTH
' ALSH TSS ',HEALTH
' KSS ALSH TSS ',HEALTH
' SMPT ALSH ',HEALTH
' AN0R TRTT ',HEALTH
' AN0R ',HEALTH
' EKSP AN0R ',HEALTH
' KTK TNK PRPR AN0R ATK ',HEALTH
' AN0R ',HEALTH
' AN0R TRNS ',HEALTH
' TPS AN0R INFK ',HEALTH
' FTLT RTS FRS FRMS AN0R ',HEALTH
' SMPT AN0R ',HEALTH
' KLT FL AN0R ',HEALTH
' ANTB KTK RKMN PRFN INHL AN0R ',HEALTH
' AN0R EFNT OKKR PPL B STR ANTB ',HEALTH
' TRKS FTPR TRTM AN0R ',HEALTH
' FKSN AN0R ',HEALTH
' AN0R FKSN AFLB PBLK ',HEALTH
' FKSN AN0R ',HEALTH
' SKRN TSTT EKSP AN0R ',HEALTH
' NSL SWB TST ',HEALTH
' PTNT SSPK EKSP AN0R KRNT FML TSTT ',HEALTH
' TRTM PTNT INHL KTNS AN0R ',HEALTH
' TRKS FTPR TRTM AN0R TKSS PNSL FTPR TRTM AN0R ATLT XLTR INFR TRTM KTNS AN0R ',HEALTH
' ML KRSK AN0R ',HEALTH
' INST PRFN AN0R EKSP KRSK ML ',HEALTH
' PPL LTR PKJ PTR ',HEALTH
' RSK JTNK AN0R HNTL ON ML ',HEALTH
' PSBL KRSK ML EKSS ANTB ',HEALTH
' KNTS AN0R WRKR SFT KTLN IST ',HEALTH
' HFNT ATS ',HEALTH
' PPL INFK HF ',HEALTH
' PPL AFKT HF ',HEALTH
' ATS AFKT RJN ',HEALTH
' ATS EPTM KNST SRS ',HEALTH
' AFT INFK SKS ',HEALTH
' ASM RSPN PRFN HFNF ',HEALTH
' PRSN SKSL TRNS TSSS STTS FSLT HFTR ',HEALTH
' TRTM STT IMPR ',HEALTH
' XLTR PPL PRTK HF ',HEALTH
' M0R TRNS HFT UNBR XLT ',HEALTH
' HFB TRNS BRST ',HEALTH
' BLT TRNS TRNS HFNF ',HEALTH
' INJK TRNS HFNF ',HEALTH
' TT ERS PRST ',HEALTH
' SRS INTR HFNT TB S0ST AX ',HEALTH
' EFRT INTK HFTS PRFN KNTR AKTF PRMR HL0 KR ',HEALTH
' FKSN HFTS ',HEALTH
' TRTM HFTS ',HEALTH
' KFRN XR RSPN ',HEALTH
' PPL LFNK HFTS SPXL RTS RSPN ',HEALTH
' ATS FRM ',HEALTH
' ATS FNT ',HEALTH
' STNL TSS EKSS BFR ',HEALTH
' WMN EKL RSK JTNK INFK HF ',HEALTH
' ATS AFKT XLTR ',HEALTH
' PRFT KR HFTS AFKT PRSN ',HEALTH
' RL NKS PL ATS KNTR ',HEALTH
' SF INFK HF ',HEALTH
' PPL SF HFNF WRK ',HEALTH
' T KLS FSKL KNTK INFK PRSN ',HEALTH
' WRKR HFNF ALWT KNTN WRK ',HEALTH
' PPL KNSR HFTS ',HEALTH
' PPL HFNT ATS ',HEALTH
' TFRN ATS HF ',HEALTH
' TNTN BLT RSK HFNF  ',HEALTH
' WNT PRT  ',HEALTH
' ATS FRS BRBR  ',HEALTH
' XR TLT ATS  ',HEALTH
' ATS FRS KSNK  ',HEALTH
' HFFR MSKT BT  ',HEALTH
' INFK HF0R BTNK  ',HEALTH
' STXN PLST KLSR FKSB TFLP SKLS IN0T AR ',HEALTH
' R FLTR SNT OTFS RSLT ',HEALTH
' HTXS WR HNK OFR ',HEALTH
' ALKH KS ULSR ',HEALTH
' BT WT AFKT KKL TRNK ',HEALTH
' HL0 BNFT ALKH ',HEALTH
' WN SLP ',HEALTH
' TFLP ALRJ ALKH ',HEALTH
' SWT ALKH ',HEALTH
' RTRT BT TRNK ',HEALTH
' TPS ALKH AFKT PPL TFRN ',HEALTH
' EKSS TRNK TMJ LFR ',HEALTH
' ALKH TMJ LFR ',HEALTH
' KNSR EKSS TRNK ',HEALTH
' TFLP HRT TSS T EKSS ALKH SBST ABS ',HEALTH
' TR EKSS TRNK KS PNKR ',HEALTH
' ALKH PSNN IS M0 RL ',HEALTH
' HL0 ALKH SBST ABS KS ',HEALTH
' XLT HL0 PLS XLTR UTLS HL0 PLS MMBR KRT PRSS MTKX PRSK FRMS ',HEALTH
' BRSS KFRT XLT HL0 PLS TNTL PRKR ',HEALTH
' TMS XNJ PKP YR ',HEALTH
' RSFN TRTM PRKN TSS NRLJ KNTN RFRL PRMR KR FSXN PKP TM SPXL BLNK RFRL ',HEALTH
' AM KLNK INFR MNJT KR PLN PPL MTKT AM HFPS PRMR KR TKTR EKSP HFTS NMS FN NMBR ',HEALTH
' RSLF ',HEALTH
' PPL INFK HF ',HEALTH
' PPL AFKT HF ',HEALTH
' ATS AFKT RJN ',HEALTH
' ATS EPTM KNST SRS ',HEALTH
' AFT INFK SKS ',HEALTH
' ASM RSPN PRFN HFNF ',HEALTH
' PRSN SKSL TRNS TSSS STTS FSLT HFTR ',HEALTH
' TRTM STT IMPR ',HEALTH
' XLTR PPL PRTK HF ',HEALTH
' M0R TRNS HFT UNBR XLT ',HEALTH
' HFB TRNS BRST ',HEALTH
' BLT TRNS TRNS HFNF ',HEALTH
' INJK TRNS HFNF ',HEALTH
' RLW TKTN IRKT MBL WRK ',INDIAN
' PRRK USNK IRKT MBL ',INDIAN
' MBL JF ENBL ',INDIAN
' XK FNS MTL NMBR ',INDIAN
' KPRS ',INDIAN
' KPRS SRFS ',INDIAN
' XRJS KPRS SRFS ',INDIAN
' KKL KPRS SRFS AKTF ',INDIAN
' MBL OPRT OFRS MLTP KPRS PLNS SBSK IRKT ',INDIAN
' BNFT USNK RLW TKTN SRFS IRKT ',INDIAN
' FTRS RLTT RLW TKTN AFLB IRKT ',INDIAN
' RJST IRKT ',INDIAN
' STPS JTNK IRKT SRFS MBL ',INDIAN
' RJST RLW TKTN SRFS IRKT ',INDIAN
' TNLT IRKT ',INDIAN
' AKTF IRKT ',INDIAN
' XNJ IRKT PN ',INDIAN
' XNJ IRKT PN ',INDIAN
' IRKT MBL LKT ',INDIAN
' NFKT IRKT ',INDIAN
' TBT KRTS TRKT BNK TBT ',INDIAN
' PMNT OPXN ',INDIAN
' KRTT KRT INFR IRKT SF ',INDIAN
' ENSR SFT KRTT KRT INFR ',INDIAN
' XRJT TRNS IRKT ',INDIAN
' TRNS IRKT SKR ',INDIAN
' IRKT LJN PSWR ',INDIAN
' AT PSNJ PSNJ LST STRT MBL ',INDIAN
' PSNJ ATT LST ',INDIAN
' F PSNJ TTLS ',INDIAN
' ETT PSNJ TTLS ',INDIAN
' TLT PSNJ TTLS ',INDIAN
' AT PSNJ BKNK ',INDIAN
' ETT TTLS PSNJ BKNK ',INDIAN
' BK TKT USNK IRKT ',INDIAN
' ATFN TKT BKT ',INDIAN
' RSRF ANYN ',INDIAN
' BK TSTN IRKT ',INDIAN
' RSF TKT KRR ',INDIAN
' PSNJ TKT BK USNK IRKT ',INDIAN
' ITKT STR MBL ',INDIAN
' F STRT ITKT IRKT ',INDIAN
' OBTN TRN SKTL RSRF ',INDIAN
' KNSL RFNT TKT BKT IRKT ',INDIAN
' LS MBL ',INDIAN
' XNJ MBL HNTS XNJ SM KRT MBL ',INDIAN
' XNJ HNTS ITKT STRT HNTS AFLB HNTS ',INDIAN
' ELS IRKT ',INDIAN
' SNXR IRKT ',INDIAN
' SNXR IRKT ',INDIAN
' KPRS KNKX BRKS BKNK TKT ',INDIAN
' KPRS KNKX BRKS ENTR KRT TTLS ',INDIAN
' MBL KS L BTR BKNK TKT ',INDIAN
' RSF KL SMS BKNK TKT ',INDIAN
' TNLT MSJ SYNK NTRS APLK T ',INDIAN
' IRKT SMLR APRN FNS ',INDIAN
' IRKT LT FRXN ',INDIAN
' FTRS AFLB IRKT LT FRXN ',INDIAN
' IRKT KTM MBL KNKX TSL TML RLNS MTNL KRT BSNL L ',INDIAN
' ENTR MBL IRKT WBST RSF SMS ',INDIAN
' RKMN APLK FRNT ',INDIAN
' IRKT ',INDIAN
' AT IRKT LST PRTN ',INDIAN
' SRFS OFRT IRKT NKP ',INDIAN
' ETKT ',INDIAN
' P TKTS ',INDIAN
' BYNK TKTS NKP SF SKR ',INDIAN
' IRKT TKT BK NKP ',INDIAN
' NR PMNT ',INDIAN
' STS BK SNKL TRNS ',INDIAN
' TKTS ',INDIAN
' KNSL TKTS ',INDIAN
' WT TLFR TKTS ',INDIAN
' HPNS BKNK MBL XTS TN KRT TBTT TKT JNRT ',INDIAN
' IRKT ',INDIAN
' RLW TKTN IRKT WRK ',INDIAN
' PRRK USNK IRKT ',INDIAN
' FRJT IRKT PN ',INDIAN
' IRKT LKT ',INDIAN
' RSF ITKT KRR ',INDIAN
' OBTN TRN SKTL RSRF ',INDIAN
' IRKT LT FRXN ',INDIAN
' RSRF RLS ',INDIAN
' BK TKT BHBN BNKL HR ',INDIAN
' TS ATFN RSRF TKT ',INDIAN
' RSRF STTS TKT ',INDIAN
' BRT TRN RK TKT ',INDIAN
' BRT TRN RSRF KX AM ABL WTLS TKT ',INDIAN
' KRNT STTS UNKN TKT ',INDIAN
' RLW ATMT TLFN ENKR SSTM WRK ',INDIAN
' TTKL RSRF SKM ',INDIAN
' T PLN JRN ATFN ',INDIAN
' RLS RFNT KNSL RSRF TKT ',INDIAN
' RFNT KNTR ',INDIAN
' PRSK TM LMTS ',INDIAN
' RFNT PRSK TM LMTS ',INDIAN
' SPS AM UNBL APRX KNSR A0RT T ',INDIAN
' ENTR AMNT RFNT LS MN ',INDIAN
' TTKT KNSL XRJS ',INDIAN
' RFNT KLMT AK FLS JRN ',INDIAN
' KLM RFNT TRFL LWR KLS KLS TKT ',INDIAN
' RSRF TKT PRFT AKKM RFNT ',INDIAN
' ABL RFNT WX TRFL T LT RNNK TRNS ',INDIAN
' KNTN ONWR JRN T LT RNNK KNKT TRN KLM RFNT ',INDIAN
' KLM RFNT TRN KNSL ',INDIAN
' RFNT TKT PSNJ KNFR WTLS ',INDIAN
' RFNT TKT LST ',INDIAN
' KST TPLK TKT ',INDIAN
' TPLK TKT XRJS RFNT ORJN TKT ',INDIAN
' LTL SN TR TKT TPLK TKT ',INDIAN
' KLRK AJ XRJ LFT ',INDIAN
' RFNT SRNT UNST UNRS TKT ',INDIAN
' BTRL FR PSNJ TRFL AK KXS ',INDIAN
' KTRN FSLT AFLB TRNS ',INDIAN
' AFL KTRN FSLT BRT ',INDIAN
' KTRN FSLT STXN ',INDIAN
' KLT KTRN SRFS TRNS STXN ',INDIAN
' RT STNT MN INTN RLWS ',INDIAN
' RT ALKR ITMS INTN RLWS ',INDIAN
' MN FT RJTH EKSP ',INDIAN
' MTKL ASST AFLB TRNS ',INDIAN
' AM BRKN JRN WTNK KNKT TRN LKJ KLK RM ',INDIAN
' P WTNK STXN ',INDIAN
' TRNS AKKM AFLB STXN ',INDIAN
' AKKM AFLB BSTS RTRN TRMT ',INDIAN
' RLWS HTLS TRST SPTS ',INDIAN
' BK AKKM HTLS ',INDIAN
' AKKM XRJS RLW HTL PR ',INDIAN
' AMNT AFLB PSNJ ',INDIAN
' WM KNTK KMPL ',INDIAN
' SKSX KMPL KTRN FSLT PSNJ AMNT WM TX W0 ',INDIAN
' KRTX SKM SLNT FTRS ',INDIAN
' BK TKTS KRTT KRT ',INDIAN
' BK TKTS MBL FN ',INDIAN
' BK TKTS TRFL AJNT ',INDIAN
' LKT A0RS RL TRFL SRFS AJNT RTS PLS ',INDIAN
' FSLT AFLB INTR TRST ',INDIAN
' SPXL FSLT PRFT INTN RLW FRN TRST ',INDIAN
' KST INTR PS ',INDIAN
' INTN RL PSS AFLB ',INDIAN
' PRPN PSTP RSRF ',INDIAN
' XNJ BRTN STXN ',INDIAN
' BRK JRN INTR STXN ',INDIAN
' RLS BRK JRN INTN RLWS ',INDIAN
' EKST JRN BYNT ORJN TSTN ',INDIAN
' UPKR TKT KLS ENRT ',INDIAN
' KNFR TKT TRNS ELS ',INDIAN
' RLS KRYN LKJ INTN RLWS ',INDIAN
' SRKL JRN TKTS ',INDIAN
' ATFN OFRB SRKL JRN TKT ',INDIAN
' BKNK PRST SRKL JRN TKTS ',INDIAN
' TP KNSS AFLB INTN RLWS ',INDIAN
' FRS KNSS FRM ',INDIAN
' RSRF RKST FRM ',INDIAN
' TPS KTS INTN RLWS ',INDIAN
' LST ML EKSP TRNS RNNK INTN RLWS ',INDIAN
' LST RJTH EKSP TRNS RNNK INTN RLWS ',INDIAN
' LST XTBT TRNS RNNK INTN RLWS ',INDIAN
' LST SPXL TRNS RNNK INTN RLWS ',INDIAN
' TTLS LKSR TRNS RNNK INTN RLWS ',INDIAN
' TTLS HLS TRNS RNNK INTN RLWS ',INDIAN
' TTL TRNS PNTR KRS ',INDIAN
' STXN KT STXN ',INDIAN
' INTR RSRF FSLT PLN JRN ',INDIAN
' EKST P TKT ',INDIAN
' SF KRTT KRT ST ',INDIAN
' SKR PSWR ',INDIAN
' XK RT TRN ',INDIAN
' XK FR JRN ',INDIAN
' TRFL  B TRNS AFLB STXN ',INDIAN
' TPS KNSS AFLB PSNJ ',INDIAN
' RLS KNSL ITKT ',INDIAN
' KNSL INTR TKT KNSL BKT ST ',INDIAN
' KNSL TKT TRN TPRT ',INDIAN
' KMPN FRST TRFL LWR KLS BKT AK ETK ',INDIAN
' MTF TTLS TKT ',INDIAN
' TKTS TLFR ',INDIAN
' TM TT JRN ENSR HM TLFR ',INDIAN
' BK TKTS OTST INT ',INDIAN
' BKNK AMNT TBTT TKT BKT T ',INDIAN
' STTS TLFR TKT ',INDIAN
' TTLS PRFT KRR TLFR TKT ',INDIAN
' TNT KNFR BKNK SKRN ',INDIAN
' TTLS IRLF TRNS TR ENKR ',INDIAN
' SLKT PRTK BR0 PRFR ALTT BR0 S ',INDIAN
' TTKL BKNK ',INDIAN
' RFNT PRMS LSTM ITKT ',INDIAN
' TX IRKT ',INDIAN
' FRFT FS ',INDIAN
' HLP M ',INDIAN
' WRKS ',INDIAN
' KRTS AFLB ',INDIAN
' BNK FBF FSLT ',INDIAN
' MSTR SKR KT ',INDIAN
' MSTR SKR KT WRK ',INDIAN
' MT PMNT ',INDIAN
' RJST IRKT ',INDIAN
' TKMN RKRT BK ETKT ',INDIAN
' PMNT BK ETKT ',INDIAN
' KNSL ETKT PRPR XRT ',INDIAN
' KNSL ETKT RFNT ',INDIAN
' HPNS PRPR XRT ETKT RMNS RK TNT TRFL ',INDIAN
' FRJT KR FT ITNT KRT ',INDIAN
' PSTP JRN ETKT ',INDIAN
' XNJ NM PSNJ ETKT ',INDIAN
' PRXL KNSL ETKT ',INDIAN
' BK BRK JRN TKT ETKT ',INDIAN
' TTKL TKT ',INDIAN
' EKST P ETKT ',INDIAN
' FRS KLSS TRFL AFLB TTKL ',INDIAN
' SLKT LTS KT TTKL KT ',INDIAN
' INTR RSRF FSLT BK TTKL KT ',INDIAN
' KNSS AFLB TTKL SKM ',INDIAN
' EKST P TTKL TKT ',INDIAN
' TFTT PK TM ST APRL 0 JL ST SPTM ST JNR PK TM ST AKST ST AKST ST FB ST MRX ',INDIAN
' PK TM XRJS SLPR AK XR KR  NN PK TM  RPS ',INDIAN
' BK TTKL ITKT ETKT  ',INDIAN
' BK TTKL TKT LKXN ',INDIAN
' BK TTKL ITKT TLFR PRFT IRKT ST ',INDIAN
' RLS KNSL ',INDIAN
' OPXN WTLS PSNJ BK TTKL KT TRNS ',INDIAN
' APL STTN KNSS ',INDIAN
' STTN KNSS APLK E TKTS ',INDIAN
' RFNT TFRN FR PT EKST RSPK STTN KNSS ',INDIAN
' OPXN SLKT XNJ PN ',INDIAN
' XNJ IRKT ',INDIAN
' IRKT MBL KTM MBL KNKX TSL TML RLNS MTNL KRT BSNL L ',INDIAN
' RFNT RLS INTN RLWS ',INDIAN
' KST INTN RL PS ',INDIAN
' PRPN PSTP RSRF ',INDIAN
' FRS KNSS FRMS ',INDIAN
' FRS KLSS TRFL KTS ',INDIAN
' TTKL BKNK ',INDIAN
' MBL OPRT OFRS MLTP KPRS PLNS SBSK IRKT MBL ',INDIAN
' BNFT USNK RLW TKTN SRFS IRKT MBL ',INDIAN
' FTRS RLTT RLW TKTN AFLB IRKT MBL ',INDIAN
' RJST IRKT MBL ',INDIAN
' STPS JTNK IRKT MBL SRFS MBL ',INDIAN
' RJST RLW TKTN SRFS IRKT MBL ',INDIAN
' TNLT IRKT MBL ',INDIAN
' AKTF IRKT MBL ',INDIAN
' XNJ IRKT MBL PN ',INDIAN
' XNJ IRKT MBL PN ',INDIAN
' FRJT IRKT MBL PN ',INDIAN
' NFKT IRKT MBL ',INDIAN
' KRTT KRT INFR IRKT MBL SF ',INDIAN
' XRJT TRNS IRKT MBL ',INDIAN
' TRNS IRKT MBL SKR ',INDIAN
' BK TKT USNK IRKT MBL ',INDIAN
' BK TSTN IRKT MBL ',INDIAN
' PSNJ TKT BK USNK IRKT MBL ',INDIAN
' F STRT ITKT IRKT MBL ',INDIAN
' KNSL RFNT TKT BKT IRKT MBL ',INDIAN
' ELS IRKT MBL ',INDIAN
' SNXR IRKT MBL ',INDIAN
' SNXR IRKT MBL ',INDIAN
' IRKT MBL SMLR APRN FNS ',INDIAN
' IRKT MBL LT FRXN ',INDIAN
' FTRS AFLB IRKT MBL LT FRXN ',INDIAN
' MBL OPRT OFRS MLTP KPRS PL SBSK IRKT ',INDIAN
' MBL OPRT OFRS MLTP KPRS PL ',INDIAN
' IRKT KTM MBL KNKX TSL TML RLNS MTNL KRT BSNL L ',INDIAN
' TPLK TKT XRJS RFNT ORJN TKT ',INDIAN
' ATFN BKNK SRKL JRN TKT ',INDIAN
' PK TM XRJS SLPR AK XR KR  PK TM  RPS ',INDIAN
' OPXN SLKT XNJ PN ',INDIAN
' STXN KT STXN ',INDIAN
' RLW TKTN IRKT MBL WRK ',INDIAN
' PRRK USNK IRKT MBL ',INDIAN
' MBL JF ENBL ',INDIAN
' XK FNS MTL NMBR ',INDIAN
' KPRS ',INDIAN
' KPRS SRFS ',INDIAN
' XRJS KPRS SRFS ',INDIAN
' KKL KPRS SRFS AKTF ',INDIAN
' MBL OPRT OFRS MLTP KPRS PLNS SBSK IRKT ',INDIAN
' BNFT USNK RLW TKTN SRFS IRKT ',INDIAN
' FTRS RLTT RLW TKTN AFLB IRKT ',INDIAN
' RJST IRKT ',INDIAN
' STPS JTNK IRKT SRFS MBL ',INDIAN
' RJST RLW TKTN SRFS IRKT ',INDIAN
' TNLT IRKT ',INDIAN
' AKTF IRKT ',INDIAN
' XNJ IRKT PN ',INDIAN
' XNJ IRKT PN ',INDIAN
' IRKT MBL LKT ',INDIAN
' NFKT IRKT ',INDIAN
' TBT KRTS TRKT BNK TBT ',INDIAN
' PMNT OPXN ',INDIAN
' KRTT KRT INFR IRKT SF ',INDIAN
' ENSR SFT KRTT KRT INFR ',INDIAN
' XRJT TRNS IRKT ',INDIAN
' TRNS IRKT SKR ',INDIAN
' IRKT LJN PSWR ',INDIAN
' AT PSNJ PSNJ LST STRT MBL ',INDIAN
' PSNJ ATT LST ',INDIAN
' F PSNJ TTLS ',INDIAN
' ETT PSNJ TTLS ',INDIAN
' TLT PSNJ TTLS ',INDIAN
' AT PSNJ BKNK ',INDIAN
' ETT TTLS PSNJ BKNK ',INDIAN
' BK TKT USNK IRKT ',INDIAN
' ATFN TKT BKT ',INDIAN
' RSRF ANYN ',INDIAN
' BK TSTN IRKT ',INDIAN
' RSF TKT KRR ',INDIAN
' PSNJ TKT BK USNK IRKT ',INDIAN
' ITKT STR MBL ',INDIAN
' F STRT ITKT IRKT ',INDIAN
' OBTN TRN SKTL RSRF ',INDIAN
' KNSL RFNT TKT BKT IRKT ',INDIAN
' LS MBL ',INDIAN
' XNJ MBL HNTS XNJ SM KRT MBL ',INDIAN
' XNJ HNTS ITKT STRT HNTS AFLB HNTS ',INDIAN
' ELS IRKT ',INDIAN
' SNXR IRKT ',INDIAN
' SNXR IRKT ',INDIAN
' KPRS KNKX BRKS BKNK TKT ',INDIAN
' KPRS KNKX BRKS ENTR KRT TTLS ',INDIAN
' MBL KS L BTR BKNK TKT ',INDIAN
' RSF KL SMS BKNK TKT ',INDIAN
' TNLT MSJ SYNK NTRS APLK T ',INDIAN
' IRKT SMLR APRN FNS ',INDIAN
' IRKT LT FRXN ',INDIAN
' FTRS AFLB IRKT LT FRXN ',INDIAN
' IRKT KTM MBL KNKX TSL TML RLNS MTNL KRT BSNL L ',INDIAN
' ENTR MBL IRKT WBST RSF SMS ',INDIAN
' RKMN APLK FRNT ',INDIAN
' IRKT ',INDIAN
' AT IRKT LST PRTN ',INDIAN
' SRFS OFRT IRKT NKP ',INDIAN
' ETKT ',INDIAN
' P TKTS ',INDIAN
' BYNK TKTS NKP SF SKR ',INDIAN
' IRKT TKT BK NKP ',INDIAN
' NR PMNT ',INDIAN
' STS BK SNKL TRNS ',INDIAN
' TKTS ',INDIAN
' KNSL TKTS ',INDIAN
' WT TLFR TKTS ',INDIAN
' HPNS BKNK MBL XTS TN KRT TBTT TKT JNRT ',INDIAN
' IRKT ',INDIAN
' RLW TKTN IRKT WRK ',INDIAN
' PRRK USNK IRKT ',INDIAN
' FRJT IRKT PN ',INDIAN
' IRKT LKT ',INDIAN
' RSF ITKT KRR ',INDIAN
' OBTN TRN SKTL RSRF ',INDIAN
' IRKT LT FRXN ',INDIAN
' RSRF RLS ',INDIAN
' BK TKT BHBN BNKL HR ',INDIAN
' TS ATFN RSRF TKT ',INDIAN
' RSRF STTS TKT ',INDIAN
' BRT TRN RK TKT ',INDIAN
' BRT TRN RSRF KX AM ABL WTLS TKT ',INDIAN
' KRNT STTS UNKN TKT ',INDIAN
' RLW ATMT TLFN ENKR SSTM WRK ',INDIAN
' TTKL RSRF SKM ',INDIAN
' T PLN JRN ATFN ',INDIAN
' RLS RFNT KNSL RSRF TKT ',INDIAN
' RFNT KNTR ',INDIAN
' PRSK TM LMTS ',INDIAN
' RFNT PRSK TM LMTS ',INDIAN
' SPS AM UNBL APRX KNSR A0RT T ',INDIAN
' ENTR AMNT RFNT LS MN ',INDIAN
' TTKT KNSL XRJS ',INDIAN
' RFNT KLMT AK FLS JRN ',INDIAN
' KLM RFNT TRFL LWR KLS KLS TKT ',INDIAN
' RSRF TKT PRFT AKKM RFNT ',INDIAN
' ABL RFNT WX TRFL T LT RNNK TRNS ',INDIAN
' KNTN ONWR JRN T LT RNNK KNKT TRN KLM RFNT ',INDIAN
' KLM RFNT TRN KNSL ',INDIAN
' RFNT TKT PSNJ KNFR WTLS ',INDIAN
' RFNT TKT LST ',INDIAN
' KST TPLK TKT ',INDIAN
' TPLK TKT XRJS RFNT ORJN TKT ',INDIAN
' LTL SN TR TKT TPLK TKT ',INDIAN
' KLRK AJ XRJ LFT ',INDIAN
' RFNT SRNT UNST UNRS TKT ',INDIAN
' BTRL FR PSNJ TRFL AK KXS ',INDIAN
' KTRN FSLT AFLB TRNS ',INDIAN
' AFL KTRN FSLT BRT ',INDIAN
' KTRN FSLT STXN ',INDIAN
' KLT KTRN SRFS TRNS STXN ',INDIAN
' RT STNT MN INTN RLWS ',INDIAN
' RT ALKR ITMS INTN RLWS ',INDIAN
' MN FT RJTH EKSP ',INDIAN
' MTKL ASST AFLB TRNS ',INDIAN
' AM BRKN JRN WTNK KNKT TRN LKJ KLK RM ',INDIAN
' P WTNK STXN ',INDIAN
' TRNS AKKM AFLB STXN ',INDIAN
' AKKM AFLB BSTS RTRN TRMT ',INDIAN
' RLWS HTLS TRST SPTS ',INDIAN
' BK AKKM HTLS ',INDIAN
' AKKM XRJS RLW HTL PR ',INDIAN
' AMNT AFLB PSNJ ',INDIAN
' WM KNTK KMPL ',INDIAN
' SKSX KMPL KTRN FSLT PSNJ AMNT WM TX W0 ',INDIAN
' KRTX SKM SLNT FTRS ',INDIAN
' BK TKTS KRTT KRT ',INDIAN
' BK TKTS MBL FN ',INDIAN
' BK TKTS TRFL AJNT ',INDIAN
' LKT A0RS RL TRFL SRFS AJNT RTS PLS ',INDIAN
' FSLT AFLB INTR TRST ',INDIAN
' SPXL FSLT PRFT INTN RLW FRN TRST ',INDIAN
' KST INTR PS ',INDIAN
' INTN RL PSS AFLB ',INDIAN
' PRPN PSTP RSRF ',INDIAN
' XNJ BRTN STXN ',INDIAN
' BRK JRN INTR STXN ',INDIAN
' RLS BRK JRN INTN RLWS ',INDIAN
' EKST JRN BYNT ORJN TSTN ',INDIAN
' UPKR TKT KLS ENRT ',INDIAN
' KNFR TKT TRNS ELS ',INDIAN
' RLS KRYN LKJ INTN RLWS ',INDIAN
' SRKL JRN TKTS ',INDIAN
' ATFN OFRB SRKL JRN TKT ',INDIAN
' BKNK PRST SRKL JRN TKTS ',INDIAN
' TP KNSS AFLB INTN RLWS ',INDIAN
' FRS KNSS FRM ',INDIAN
' RSRF RKST FRM ',INDIAN
' TPS KTS INTN RLWS ',INDIAN
' LST ML EKSP TRNS RNNK INTN RLWS ',INDIAN
' LST RJTH EKSP TRNS RNNK INTN RLWS ',INDIAN
' LST XTBT TRNS RNNK INTN RLWS ',INDIAN
' LST SPXL TRNS RNNK INTN RLWS ',INDIAN
' TTLS LKSR TRNS RNNK INTN RLWS ',INDIAN
' TTLS HLS TRNS RNNK INTN RLWS ',INDIAN
' TTL TRNS PNTR KRS ',INDIAN
' STXN KT STXN ',INDIAN
' INTR RSRF FSLT PLN JRN ',INDIAN
' EKST P TKT ',INDIAN
' SF KRTT KRT ST ',INDIAN
' SKR PSWR ',INDIAN
' XK RT TRN ',INDIAN
' XK FR JRN ',INDIAN
' TRFL  B TRNS AFLB STXN ',INDIAN
' TPS KNSS AFLB PSNJ ',INDIAN
' RLS KNSL ITKT ',INDIAN
' KNSL INTR TKT KNSL BKT ST ',INDIAN
' KNSL TKT TRN TPRT ',INDIAN
' KMPN FRST TRFL LWR KLS BKT AK ETK ',INDIAN
' MTF TTLS TKT ',INDIAN
